"No.","Time","Source","Destination","Protocol","Length","Info"
"132","3.845135257","10.0.0.1","10.0.0.2","TCP","1514","[TCP Out-Of-Order] 35902  >  34567 [ACK] Seq=115841 Ack=1 Win=42496 Len=1448 TSval=1269994497 TSecr=4180768020"
"133","3.918622518","10.0.0.2","10.0.0.1","TCP","78","[TCP Window Update] 34567  >  35902 [ACK] Seq=1 Ack=115841 Win=173056 Len=0 TSval=4180768210 TSecr=1269994205 SLE=117289 SRE=120185"
"134","3.995536102","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=120185 Win=175616 Len=0 TSval=4180768287 TSecr=1269994497"
"135","4.057997595","10.0.0.1","10.0.0.2","TCP","1514","[TCP Previous segment not captured] 35902  >  34567 [ACK] Seq=121633 Ack=1 Win=42496 Len=1448 TSval=1269994709 TSecr=4180768287"
"136","4.209092577","10.0.0.2","10.0.0.1","TCP","78","[TCP Window Update] 34567  >  35902 [ACK] Seq=1 Ack=120185 Win=178688 Len=0 TSval=4180768500 TSecr=1269994497 SLE=121633 SRE=123081"
"137","4.271644443","10.0.0.1","10.0.0.2","TCP","1514","[TCP Retransmission] 35902  >  34567 [ACK] Seq=120185 Ack=1 Win=42496 Len=1448 TSval=1269994923 TSecr=4180768500"
"138","4.421907488","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=123081 Win=181248 Len=0 TSval=4180768714 TSecr=1269994923"
"139","4.484489208","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=123081 Ack=1 Win=42496 Len=1448 TSval=1269995136 TSecr=4180768714"
"140","4.496403884","10.0.0.1","10.0.0.2","TCP","1514","35902  >  34567 [ACK] Seq=124529 Ack=1 Win=42496 Len=1448 TSval=1269995136 TSecr=4180768714"
"141","4.635018909","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=124529 Win=184320 Len=0 TSval=4180768927 TSecr=1269995136"
"142","4.647514921","10.0.0.2","10.0.0.1","TCP","66","34567  >  35902 [ACK] Seq=1 Ack=125977 Win=187392 Len=0 TSval=4180768938 TSecr=1269995136"
